ItemName,ItemId,vol.,jita_buy,jita_buy_taxes,jita_buy_total,jita_sell,unit_delivery,ual_sell_taxed,ual_sell_taxed,ual_wkly_vol,ual_listed_vol,ual_mrkt_rate,ual_avg_daily,money_freeze_buy,freeze_rate,PROFIT_jitabuy,money_freeze_sell,PROFIT_jitasell,GoodToBuy(jitabuy)
True Sansha Large EMP Smartbomb,14190,,"162,100,000","2,431,500","164,531,500","199,000,000",0,"218,100,000","205,886,400",10.7,7,0.65,1.9,"310,940,766",0.25,"78,154,787","376,081,251","13,014,301",Pass
Bomb Launcher I,27914,,"1,816,000","27,240","1,843,240","2,199,000",0,"2,937,000","2,772,528",147.7,571,3.87,10.7,"19,780,467",0.50,"9,972,521","23,598,254","6,154,734",Pass
Tachyon Beam Laser II,3065,,"5,907,000","88,605","5,995,605","6,964,000",0,"6,995,000","6,603,280",116.4,410,3.52,8.9,"53,121,767",0.10,"5,384,072","61,701,861","-3,196,022",Pass
Mega Beam Laser II,3049,,"4,739,000","71,085","4,810,085","5,896,000",0,"6,700,000","6,324,800",236.4,671,2.84,20.0,"96,419,452",0.31,"30,362,871","118,186,911","8,595,412",Pass
Heavy Beam Laser II,3025,,"1,663,000","24,945","1,687,945","1,925,000",0,"2,100,000","1,982,400",311.3,201,0.65,55.3,"93,418,073",0.17,"16,296,395","106,537,707","3,176,761",Pass
Dual Giga Pulse Laser II,37298,,"222,200,000","3,333,000","225,533,000","241,900,000",0,"229,500,000","216,648,000",40.1,87,2.17,3.9,"877,140,147",-0.04,"-34,555,432","940,794,481","-98,209,765",Pass
Mega Pulse Laser II,3057,,"4,905,000","73,575","4,978,575","5,381,000",0,"6,449,000","6,087,856",456.9,833,1.82,48.3,"240,666,837",0.22,"53,623,205","260,120,265","34,169,777",Pass
Mega Modulated Pulse Energy Beam I,7087,,"411,100","6,167","417,267","540,900",0,"1,499,000","1,415,056",38.7,74,1.91,4.0,"1,668,269",2.39,"3,989,252","2,162,567","3,494,954",Pass
Heavy Pulse Laser II,3520,,"1,498,000","22,470","1,520,470","1,729,000",0,"1,923,000","1,815,312",127.4,263,2.06,12.7,"19,259,991",0.19,"3,734,802","21,901,468","1,093,325",Pass
Neutron Blaster Cannon II,3186,,"4,823,000","72,345","4,895,345","5,373,000",0,"6,193,000","5,846,192",116.4,428,3.68,8.7,"42,451,481",0.19,"8,245,561","46,593,613","4,103,429",Pass
Heavy Neutron Blaster II,3146,,"1,702,000","25,530","1,727,530","1,840,000",0,"2,230,000","2,105,120",711,753,1.06,98.7,"170,503,960",0.22,"37,267,423","181,604,538","26,166,845",Pass
Light Neutron Blaster II,3178,,"585,200","8,778","593,978","641,700",0,"624,200","589,245",429.6,2368,5.51,26.1,"15,526,654",-0.01,"-123,726","16,774,113","-1,371,185",Pass
Light Ion Blaster II,3170,,"560,300","8,405","568,705","619,900",0,"942,200","889,437",135.3,808,5.97,7.9,"4,498,106",0.56,"2,536,797","4,903,031","2,131,872",Pass
425mm Railgun II,3090,,"4,980,000","74,700","5,054,700","5,513,000",0,"4,500,000","4,248,000",287,399,1.39,34.8,"175,765,544",-0.16,"-28,051,133","191,701,870","-43,987,460",Pass
250mm Railgun II,3082,,"1,176,000","17,640","1,193,640","1,242,000",0,"1,150,000","1,085,600",741.5,1073,1.45,88.1,"105,109,555",-0.09,"-9,513,787","109,368,040","-13,772,272",Pass
150mm Railgun II,3074,,"488,900","7,334","496,234","623,000",0,"509,400","480,874",357.7,947,2.65,31.4,"15,584,449",-0.03,"-482,385","19,565,612","-4,463,547",Pass
Cruise Missile Launcher II,19739,,"1,964,000","29,460","1,993,460","2,246,000",0,"2,523,000","2,381,712",1335.1,478,0.36,318.8,"635,427,829",0.19,"123,757,751","715,926,532","43,259,048",Buy
Caldari Navy Cruise Missile Launcher,16062,,"68,050,000","1,020,750","69,070,750","78,980,000",0,"94,000,000","88,736,000",35,33,0.94,5.1,"355,665,081",0.28,"101,262,006","406,690,648","50,236,439",Pass
Defender Launcher I,44102,,"5,228,000","78,420","5,306,420","5,496,000",0,"6,662,000","6,288,928",308.9,781,2.53,27.8,"147,266,826",0.19,"27,267,128","152,528,159","22,005,795",Pass
Heavy Missile Launcher II,2410,,"1,000,000","15,000","1,015,000","1,084,000",0,"1,488,000","1,404,672",1254.4,220,0.18,427.9,"434,320,901",0.38,"166,741,571","463,846,164","137,216,307",Buy
Rapid Heavy Missile Launcher II,33450,,"2,156,000","32,340","2,188,340","2,496,000",0,"2,977,000","2,810,288",324.8,328,1.01,46.2,"101,042,450",0.28,"28,717,270","115,248,067","14,511,652",Pass
Rapid Torpedo Launcher II,37292,,"200,300,000","3,004,500","203,304,500","219,400,000",0,"211,800,000","199,939,200",85.6,63,0.74,14.3,"2,897,939,562",-0.02,"-47,969,602","3,127,367,766","-277,397,806",Pass
1400mm Howitzer Artillery II,2961,,"5,400,000","81,000","5,481,000","5,537,000",0,"5,223,000","4,930,512",1099,1218,1.11,149.1,"817,400,044",-0.10,"-82,096,135","825,751,513","-90,447,604",Pass
800mm Repeating Cannon II,2929,,"3,742,000","56,130","3,798,130","4,061,000",0,"4,341,000","4,097,904",477.9,293,0.61,87.2,"331,164,306",0.08,"26,137,717","354,084,312","3,217,712",Pass
Dual 180mm AutoCannon II,2937,,"1,302,000","19,530","1,321,530","1,578,000",0,"5,950,000","5,616,800",117.4,125,1.06,16.3,"21,479,597",3.25,"69,813,525","25,648,153","65,644,969",Pass
220mm Vulcan AutoCannon II,2897,,"1,431,000","21,465","1,452,465","1,565,000",0,"1,799,000","1,698,256",322,28,0.09,156.0,"226,575,229",0.17,"38,341,820","244,129,968","20,787,082",Buy
Pulse Activated Nexus Invulnerability Core,42522,,"115,800,000","1,737,000","117,537,000","133,500,000",0,"149,800,000","141,411,200",41.3,35,0.85,6.4,"753,299,392",0.20,"153,010,714","855,606,905","50,703,201",Pass
Large Vorton Projector II,54753,,"447,900,000","6,718,500","454,618,500","495,000,000",0,"566,700,000","534,964,800",17.7,29,1.64,2.0,"898,069,537",0.18,"158,718,936","977,840,587","78,947,886",Pass
Medium Vorton Projector II,54748,,"131,600,000","1,974,000","133,574,000","140,000,000",0,"159,900,000","150,945,600",30.3,33,1.09,4.1,"554,026,916",0.13,"72,052,450","580,680,134","45,399,232",Pass
Ballistic Control System II,22291,,"745,700","11,186","756,886","809,900",0,"849,700","802,117",2332.6,3380,1.45,276.8,"209,524,205",0.06,"12,521,117","224,199,901","-2,154,578",Pass
Caldari Navy Ballistic Control System,15681,,"135,400,000","2,031,000","137,431,000","146,200,000",0,"163,500,000","154,344,000",105.2,80,0.76,17.2,"2,368,455,792",0.12,"291,474,942","2,519,578,819","140,351,915",Pass
Dread Guristas Ballistic Control System,13937,,"108,000,000","1,620,000","109,620,000","120,000,000",0,"136,800,000","129,139,200",34.8,75,2.16,3.4,"371,218,825",0.18,"66,100,114","406,369,814","30,949,125",Pass
Republic Fleet Ballistic Control System,15683,,"115,800,000","1,737,000","117,537,000","123,800,000",0,"149,900,000","141,505,600",17.7,36,2.03,1.8,"208,394,000",0.20,"42,496,511","219,498,347","31,392,164",Pass
Entropic Radiation Sink II,47911,,"1,973,000","29,595","2,002,595","2,201,000",0,"2,490,000","2,350,560",567.9,253,0.45,121.5,"243,412,362",0.17,"42,294,614","267,528,186","18,178,789",Buy
Gyrostabilizer II,519,,"686,500","10,298","696,798","745,000",0,"787,900","743,778",1260.7,1582,1.25,160.8,"112,027,059",0.07,"7,553,188","119,776,777","-196,530",Pass
Republic Fleet Gyrostabilizer,15806,,"83,290,000","1,249,350","84,539,350","89,190,000",0,"106,500,000","100,536,000",39.4,130,3.30,3.1,"261,959,119",0.19,"49,568,258","276,369,925","35,157,452",Pass
Heat Sink II,2364,,"897,900","13,469","911,369","996,400",0,"911,800","860,739",766.5,2278,2.97,63.5,"57,887,841",-0.06,"-3,215,846","63,288,829","-8,616,834",Pass
Dark Blood Heat Sink,13941,,"116,500,000","1,747,500","118,247,500","122,100,000",0,"143,500,000","135,464,000",25.4,42,1.65,2.8,"333,672,071",0.15,"48,581,705","344,543,097","37,710,679",Pass
Imperial Navy Heat Sink,15810,,"99,900,000","1,498,500","101,398,500","117,000,000",0,"97,000,000","91,568,000",91.7,120,1.31,11.5,"1,161,172,845",-0.10,"-112,574,739","1,339,834,641","-291,236,535",Pass
True Sansha Heat Sink,13943,,"125,700,000","1,885,500","127,585,500","154,600,000",0,"124,300,000","117,339,200",8.6,13,1.51,1.0,"127,490,927",-0.08,"-10,238,705","154,485,403","-37,233,181",Pass
Magnetic Field Stabilizer II,10190,,"825,100","12,377","837,477","902,300",0,"899,900","849,506",1184.9,1523,1.29,149.3,"125,039,488",0.01,"1,796,006","134,717,965","-7,882,472",Pass
Federation Navy Magnetic Field Stabilizer,15895,,"74,070,000","1,111,050","75,181,050","81,990,000",0,"95,840,000","90,472,960",8.6,40,4.65,0.6,"42,828,023",0.20,"8,711,268","46,706,845","4,832,447",Pass
Missile Guidance Computer II,35790,,"1,180,000","17,700","1,197,700","1,291,000",0,"1,950,000","1,840,800",652.9,344,0.53,128.5,"153,900,769",0.54,"82,636,374","165,889,533","70,647,610",Pass
Missile Guidance Enhancer II,35771,,"682,200","10,233","692,433","787,100",0,"883,200","833,741",371,605,1.63,41.5,"28,738,420",0.20,"5,864,774","32,667,436","1,935,758",Pass
Bastion Module I,33400,,"8,120,000","121,800","8,241,800","8,833,000",0,"8,361,000","7,892,784",85.4,111,1.30,10.7,"88,196,093",-0.04,"-3,734,845","94,522,567","-10,061,319",Pass
Medium Industrial Core I,62590,,"11,730,000","175,950","11,905,950","12,700,000",0,"17,000,000","16,048,000",20.1,17,0.85,3.1,"37,173,687",0.35,"12,932,632","39,652,932","10,453,387",Pass
Siege Module I,20280,,"80,240,000","1,203,600","81,443,600","83,740,000",0,"106,400,000","100,441,600",12.1,6,0.50,2.5,"199,922,352",0.23,"46,635,031","205,559,403","40,997,981",Buy
Capital Industrial Core II,42890,,"232,000,000","3,480,000","235,480,000","254,600,000",0,"307,800,000","290,563,200",34.1,43,1.26,4.3,"1,021,535,180",0.23,"238,956,288","1,104,479,603","156,011,865",Pass
Medium Industrial Core II,62591,,"33,590,000","503,850","34,093,850","35,110,000",0,"44,950,000","42,432,800",44.6,22,0.49,9.1,"309,292,190",0.24,"75,649,189","318,510,488","66,430,891",Buy
Siege Module II,4292,,"109,800,000","1,647,000","111,447,000","120,400,000",0,"135,700,000","128,100,800",87,152,1.75,9.4,"1,047,918,307",0.15,"156,593,016","1,132,101,933","72,409,390",Pass
Triage Module II,4294,,"108,100,000","1,621,500","109,721,500","132,800,000",0,"140,000,000","132,160,000",15.9,33,2.08,1.6,"172,994,547",0.20,"35,378,099","209,381,714","-1,009,069",Pass
Tracking Computer II,1978,,"1,155,000","17,325","1,172,325","1,272,000",0,"1,061,000","1,001,584",646.1,318,0.49,131.6,"154,236,101",-0.15,"-22,463,418","167,349,771","-35,577,088",Pass
Shadow Serpentis Tracking Computer,14238,,"82,900,000","1,243,500","84,143,500","91,480,000",0,"97,340,000","91,888,960",20.1,56,2.79,1.7,"144,751,344",0.09,"13,324,449","157,372,262","703,530",Pass
Federation Navy Tracking Computer,15792,,"87,610,000","1,314,150","88,924,150","108,800,000",0,"114,400,000","107,993,600",12.4,33,2.66,1.1,"96,559,996",0.21,"20,706,929","118,142,570","-875,645",Pass
Tracking Enhancer II,1999,,"709,800","10,647","720,447","739,200",0,"593,700","560,453",583.6,1455,2.49,52.8,"38,040,431",-0.22,"-8,447,878","39,030,611","-9,438,058",Pass
Domination Tracking Enhancer,14100,,"33,690,000","505,350","34,195,350","38,210,000",0,"47,950,000","45,264,800",25.9,17,0.66,4.6,"156,168,773",0.32,"50,553,728","174,503,517","32,218,985",Pass
Vorton Tuning System II,54975,,"25,010,000","375,150","25,385,150","26,000,000",0,"29,380,000","27,734,720",152.6,221,1.45,18.1,"459,851,235",0.09,"42,562,390","470,989,225","31,424,401",Pass
ORE Deep Core Mining Laser,28748,,"83,030,000","1,245,450","84,275,450","124,000,000",0,"206,600,000","195,030,400",1.6,26,16.25,0.1,"4,778,552",1.31,"6,279,982","7,030,998","4,027,537",Pass
Heavy Entropic Disintegrator II,47918,,"29,440,000","441,600","29,881,600","33,500,000",0,"40,840,000","38,552,960",52,60,1.15,6.9,"206,649,899",0.29,"59,967,862","231,673,392","34,944,370",Pass
Light Entropic Disintegrator II,47914,,"19,170,000","287,550","19,457,550","21,780,000",0,"25,610,000","24,175,840",186.9,212,1.13,25.1,"487,793,644",0.24,"118,285,800","546,016,613","60,062,830",Pass
Supratidal Entropic Disintegrator II,47922,,"59,960,000","899,400","60,859,400","66,440,000",0,"76,660,000","72,367,040",4.9,58,11.84,0.2,"12,382,540",0.19,"2,341,361","13,517,977","1,205,924",Pass
Veles Heavy Entropic Disintegrator,47919,,"56,160,000","842,400","57,002,400","61,830,000",0,"82,640,000","78,012,160",15.2,41,2.70,1.3,"75,364,801",0.37,"27,777,714","81,747,534","21,394,981",Pass
Veles Light Entropic Disintegrator,47915,,"55,220,000","828,300","56,048,300","66,990,000",0,"79,960,000","75,482,240",9.1,12,1.32,1.1,"63,450,620",0.35,"22,000,588","75,837,394","9,613,813",Pass
Veles Supratidal Entropic Disintegrator,47923,,"45,750,000","686,250","46,436,250","63,910,000",0,"87,980,000","83,053,120",10.3,19,1.84,1.1,"50,308,126",0.79,"39,670,001","69,238,845","20,739,282",Pass
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,0,0,0,0,0,0,0,-1,0,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,
